통계표,계정항목,단위,변환,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1,2024/Q2,2024/Q3,2024/Q4,2025/Q1,2025/Q2,2025/Q3
"2.1.2.1.2. 경제활동별 GDP 및 GNI(계절조정, 실질, 분기)","국내총생산(시장가격, GDP)","십억원","원자료","463,025.5","466,604.0","468,400.3","474,271.5","476,105.6","479,773.7","485,188.1","488,752.2","495,472.5","494,319.3","501,586.1","505,496.7","508,089.3","510,930.2","511,364.0","518,107.4","519,165.9","524,345.1","517,612.0","503,461.2","514,615.0","522,778.3","530,731.1","538,119.9","538,107.6","546,464.3","548,545.8","553,397.8","556,130.3","554,084.9","556,056.4","559,865.6","564,243.5","567,012.3","573,667.3","572,357.1","572,866.1","573,311.8","572,057.7","575,918.3","582,634.2"
