통계표,계정항목,단위,변환,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10
"1.3.2.2. 시장금리(월,분기,년)","국고채(3년)","연%","원자료","1.627","1.752","1.719","1.628","1.474","1.498","1.468","1.455","1.334","1.218","1.238","1.312","1.361","1.609","1.692","1.643","1.665","1.709","1.678","1.690","1.673","1.740","1.780","1.785","2.026","2.150","2.100","2.190","2.277","2.271","2.192","2.250","2.175","2.097","2.019","1.953","2.010","1.940","1.825","1.807","1.802","1.789","1.736","1.679","1.496","1.382","1.164","1.287","1.357","1.492","1.390","1.373","1.253","1.091","1.024","0.878","0.850","0.826","0.829","0.908","0.910","0.965","0.970","0.975","0.995","1.133","1.138","1.134","1.302","1.419","1.411","1.515","1.842","1.953","1.800","2.060","2.285","2.369","2.941","3.019","3.477","3.238","3.247","3.903","4.235","3.895","3.630","3.460","3.470","3.461","3.263","3.330","3.548","3.638","3.727","3.842","4.031","3.771","3.350","3.266","3.351","3.310","3.439","3.432","3.262","3.083","2.924","2.868","2.911","2.858","2.590","2.571","2.611","2.590","2.395","2.331","2.441","2.465","2.427","2.464","2.601"
