통계표,계정항목,측정항목,단위,변환,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10
"3.1.2.3. 원화의 대미달러, 원화의 대위안/대엔 환율","원/달러(종가 15:30)","말일자료","원","원자료","1,140.10","1,158.10","1,172.50","1,199.10","1,236.70","1,143.50","1,139.30","1,191.70","1,151.80","1,120.20","1,114.80","1,101.30","1,144.50","1,169.10","1,207.70","1,162.10","1,130.70","1,118.40","1,137.90","1,119.50","1,144.10","1,119.00","1,127.80","1,145.40","1,120.40","1,088.20","1,070.50","1,067.90","1,082.80","1,063.50","1,068.00","1,077.70","1,114.50","1,118.70","1,112.90","1,109.30","1,139.60","1,121.20","1,115.70","1,112.70","1,124.70","1,135.10","1,168.20","1,190.90","1,154.70","1,183.10","1,211.20","1,196.20","1,163.40","1,181.20","1,156.40","1,191.80","1,213.70","1,217.40","1,218.20","1,238.50","1,203.00","1,191.30","1,187.80","1,169.50","1,135.10","1,106.50","1,086.30","1,118.80","1,123.50","1,131.80","1,112.30","1,110.90","1,126.10","1,150.30","1,159.50","1,184.00","1,168.60","1,187.90","1,188.80","1,205.50","1,202.30","1,212.10","1,255.90","1,237.20","1,298.40","1,299.10","1,337.60","1,430.20","1,424.30","1,318.80","1,264.50","1,231.90","1,322.60","1,301.90","1,337.70","1,327.20","1,317.70","1,274.60","1,321.80","1,349.30","1,350.50","1,290.00","1,288.00","1,334.60","1,331.50","1,347.20","1,382.00","1,384.50","1,376.70","1,376.50","1,336.00","1,307.80","1,379.90","1,394.70","1,472.50","1,452.70","1,463.40","1,472.90","1,421.00","1,380.10","1,350.00","1,387.00","1,390.10","1,402.90","1,424.40"
